URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Has type,Consists of,Vessel Form,Decorative Technique,Condition,Description
http://opencontext.org/subjects/FAC437EF-297A-457B-CEBD-1F6B0E03EF42,43.15332149,11.3993962,-700,-535,vessel; plate,pottery,Plate,Incised; Painted,The fragment is broken on all sides.  The overall surface is in good condition with vestiges of reddish paint preserved.  Small surface chips are missing throughout the surface.,Portions of a creamware plate with rim are preserved.  The rim is approximately perpendicular to the plate fragment and is rounded.  The exterior of the rim is incised with two tori which divides the rim into three scoccia.  The interior face of the rim preserves significant vestiges of a reddish/brown paint.  Ridges are visible throughout the fabric from the high speed of the wheel.
http://opencontext.org/subjects/2E97B5A9-7102-4FE1-566F-6955CA260D62,43.15336404,11.40138983,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,Broken on all sides; glued from eight sherds; worn and encrusted.,"Small bulbous pot preserving portion of wall and indication of a possibly everted rim; entire exterior wall is decorated with three horizontal  bands of a single row of stamped palmettes set between horizontal thin shallow grooves.  Bands run: from ridge, palmettes, three grooves, palmettes, three to four grovves, palmettes, two grooves."
http://opencontext.org/subjects/FA48616C-4558-4D1C-51E8-2F45FBB8E101,43.15260473,11.40203092,-700,-535,vessel; cooking-vessel,terracotta; Terracotta,Cooking vessel,,One finished surface; broken off on all other sides.,"Terracotta object may be part of a cooking stand or forno. A section of the circular base remains. From it, the walls taper slightly outward. On the interior is the start of a thick horizontal projection, which may be a support for a crucible or some other vessel."
http://opencontext.org/subjects/1A253EF7-40CF-4479-0380-9CD01B40267B,43.15323119,11.39887104,-700,-535,vessel; bowl,pottery,Bowl,Incised,Broken on three sides.  Surface slightly worn.,Full profile of an impasto carinated bowl.  Inverted rim tapers to a protruding point of carination.  On the exterior below the carination there is a lightly incised line running along the length of the piece.  The body tapers inward to a slightly irregular ring base.  The entire piece is covered with traces of burnishing.
http://opencontext.org/subjects/13509630-2C4A-4E8A-B3D0-101153D64A09,43.15292382,11.40176208,-700,-535,vessel; cooking-vessel,pottery,Cooking bell,Incised; Inscribed,"The fragment is broken on both ends.  The surface is slightly worn and pitted, especially along the break edges.  The fragment is a join of three individual pieces.","A large fragment of handle which also preserves slight portions of vessel wall. The convex face of the handle is inscribed with a ""V""-shaped design near the each attachment point to the vessel.  Each incised line of the ""V"" is approximately 0.044 m in length and 0.008 m in height.  Three fainter lines of incision, each approximately 0.009 m in length and 0.022 m apart, are visible along one edge of the handle."
http://opencontext.org/subjects/51B3F29D-69CB-4F51-3B2D-F7B02910AD5F,43.15234895,11.40299566,-700,-535,vessel; oinochoai; Oinochoe; oinochoe; Oenochoe,pottery,Oinochoe,Stamped,"Fragment preserves worn, encrusted, and slightly pitted surfaces and irregular break surfaces, revealing a gray biscuit.
[After join made in 2011:] Restored from two fragments.","A fragment of a handle to a creamware vessel preserves a wide, thinner break surface that tapers inward on the sides, preserving a portion of a thicker, rounded right edge 0.009 m in max. pres. width.  The exterior surface of the handle displays approximately half of a recessed, square stamped area with a raised design, possibly a portion of the torso, haunch, and tail of a feline with a linear border. 
[After join made in 2011:] A fragment of a creamware oinochoe preserves some of the width of the top of a handle. One side preserves most of a flattened, finished circular finial of max. pres. diameter 0.019 m that tapers in laterally to the thinner, flat span of the handle, then begins to thicken again as it meets a portion of the handle.  The exterior of the handle has a thick ridge, then an inset, squared stamp which appears to be part of an indeterminate vegetal design."
http://opencontext.org/subjects/42BA1B80-EFC0-4987-1B19-8F43A1DEBF68,43.15070884,11.40267384,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,"The preserved portion is broken on all sides, and the surface is extremely worn and pitted, particularly the interior surface.","A portion of stamped bucchero with two finished faces is preserved.  On the exterior the majority of a winged griffin design is preserved covering the majority of the preserved surface.  The hind legs of the griffin are worn, and to the left of them a portion of a leg belonging to another figure is preserved.  The upper curve of the tail, the majority of the neck, and a portion of the head is preserved.  The face and forelegs of the griffin are not preserved.  At the top of the fragment a thin raised band runs nearly the entire length of the preserved fragment."
http://opencontext.org/subjects/6B7B61D4-099A-44D7-5B6B-6C48E80F5BFE,43.15346927,11.40134872,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Pierced,"Broken horizontally across top and bottom ends, right (tentatively) volute broken off.  Broken edges abraded, but surfaces well-preserved, retaining much polish.","Apparent handle fragment has no curve, slightly concave back.  Composed of thick, round-fronted central piece with flat, rectagnular extensions on both sides.   The better preserved side is termintated in a flat volute with small hole pierced in it from the front (decorated) side.  Decoration includes a central, vertical ridge with a raised, rounded horizontal ridge at both ends.  Central core covered with rows of incised dots running diagonally from both sides and crossing in the center.  Each side extension has three rows of dots running parallel vertically, and curving to conform to the shape of the volute, which is also set off by two parallel incised lines which curve outward and meet in a point between hole and center core.  Back surface is flat, undecorated, except for an incised letter alpha in approximate center of the piece.  Letter Hieght 0.009 m, Width 0.005 m.

See 19770073 for a comparable example."
http://opencontext.org/subjects/46023468-FD7E-42E4-EA85-AAAB95662BC2,43.15289622,11.40168547,-700,-535,vessel,pottery,Form unspecified,,The fragment is a join of two individual sherds.  The surface is in good condition with relatively minor wear and scratching.  The overall fragment is broken on one end.,The fragment preserves portions of a vessel foot shaped like a feline paw.  The underside of the paw is flat and then curves upward to form the vessel leg.  The top side of the foot preserves portions of raised decoration that delineates the digits of a feline paw.  One complete digit is preserved as well as portions of three others.  The fragment widens in thickness as it approaches the break edge.
http://opencontext.org/subjects/541D413C-440D-46A6-04B6-4B2F0A06580B,43.15338039,11.40140015,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Molded,"Glued from three fragments; broken across one end, bottom, and handle; worn, encrusted.","Fragment is approximately rectangular in present outline, with curving broken edge across center of less finished side - apparently a curved handle extending out and down from upper flat edge, and with a flat, disc-like finial set perpendicular to one edge.  Outer surface of disc has roughly molded decoration of sunburst pattern of raised dot and strokes set in round recess; top (flat) section of rectangular mid-section has rows of short incised strokes set parallel across it in groups of three - one set at each side of handle and one on top of it, but not centered.  Possible handle section of a tray-like object."
http://opencontext.org/subjects/AD6F1181-6369-4DFF-18FF-496ADCFF2615,43.15266661,11.4020877,-700,-535,vessel,pottery,Form unspecified,,"Restored from numerous fragments, no profile: foot is chipped off. Most of rim and body preserved and all of stem. Surface is smooth.",Impasto compote preserves narrow stem and shallow thin walls with a slightly inverted lip. A small ridge runs around the piece just below the lip.
http://opencontext.org/subjects/E23C99E0-9C52-45DA-BD8B-4D267527E57B,43.15273352,11.40202418,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Stamped,"Surface well preserved; broken off on three sides, edge is chipped.","Bucchero fragment, possibly from a lid, has a stamped pattern and the beginning of a rim edge. The pattern consists of two concentric circles on the outer edge and on the interior a row of triangles, base end toward the circles, with incised horizontal lines. Two complete concentric circles, two complete triangles, and two partial triangles are preserved."
http://opencontext.org/subjects/6FC0FA29-2FFF-4CE3-7EAA-8FD4BBBB0993,43.15265603,11.40208668,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,Incised; Letters; Relief,,
http://opencontext.org/subjects/5BB7FD16-38E2-4476-8C8C-58BA76C68EDF,43.15270463,11.40185226,-700,-535,vessel; lid,pottery,Lid,,"Lid fragment is broken on all sides.  Lid handle on exterior surface is nearly intact, except a chip on one side.  Sufaces are heavily abraded and preserve burnt portions.",
http://opencontext.org/subjects/1D3F2332-C00B-43B2-60B2-CE8F4C76B75F,43.15269675,11.40211463,-700,-535,vessel; oinochoai; Oinochoe; oinochoe; Oenochoe,bucchero ware; Bucchero,Oinochoe,,Fragment is well preserved. Partially burnt.,The fragment preserves the right half of the finial rosette from the top half of an oinochoe handle. It also preserves the lip between the rosette and the handle.
http://opencontext.org/subjects/B5BD8EC2-2B9B-4BBF-772A-C342B1B0406C,43.15265037,11.40197696,-700,-535,vessel; bowl,pottery,Bowl,,Almost complete except for part of the side and the rim. Composed of thirteen fragments.,A high impasto bowl preserving a complete profile. The base is flat and flares out to the belly which then tapers onto the shoulder. The shoulder flares out to the outwardly curved lip.
http://opencontext.org/subjects/AEA0C021-8B14-4FD5-E30C-9E1073026C8A,43.15352905,11.40177644,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,,"Fragmentary cup, composed of ten fragments. The stem is intact. A small portion of the side wall is preserved as well as a lower section of the exterior handle, attached at the shoulder.",
http://opencontext.org/subjects/886AD6AA-3FB5-492E-68C2-5D9262363725,43.1526709,11.40174899,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised,"The larger piece is restored from several fragments, part of the rim is preserved. It is broken off on all other sides. The smaller piece is broken on all sides.",Fragments are from the shoulder of a small globular jar. The larger fragment preserves a section of a thin everted lip; both have three parallel incised bands on the shoulder.
http://opencontext.org/subjects/0CAF2DC9-2683-4AB3-3D58-C3343DEE43DC,43.15315422,11.40123077,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised,Glued together from seven fragments; preserving part of rim and side walls. Surface in good condition.,"A section from a bucchero vase prserving steep, diagonally extending walls which terminate in a slighlty convex rim-- the profile suggests that this is part of the cup element of a bucchero ""compote"" (Conical cup on high foot). On the exterior surface, then, is an incised Etruscan ""X""."
http://opencontext.org/subjects/1B806E05-A4B8-4AEE-932B-1C24D190668A,43.15269238,11.40183196,-700,-535,vessel; jar,pottery,Jar,,Piece composed of four fragments.  Only traces of original surface remain.  Otherwise surface is eroded down to the biscuit.,Rim and handle fragment of globular jar.  Rim stands upright without being either inverted or everted.
http://opencontext.org/subjects/41567101-0E98-4007-4241-F1D49BCFCBE1,43.15261569,11.40193065,-700,-535,vessel,pottery,Form unspecified,Stamped,"All edges broken, surface worn.",Stamped impasto sherd from the body of a cup or bowl. Stamp consists of a single circle with raised center.
http://opencontext.org/subjects/D0A49421-8CFB-434F-DEC6-B36D4BD7C7EE,43.15276233,11.40185029,-700,-535,vessel; plate,bucchero ware; Bucchero,Plate,Roulette,"Fragment is broken on two sides, and part of the rim has been broken off.  Surface is slightly worn with some pitting.","Fragment preserves on the flanged edge of the plate a roulette-style stamp which extends across the surface of the fragment.  The stamps are square and measure 0.006 m by 0.006 m.  The design is of a striding quadruped animal.  The animal appears to have a projection coming from the middle of its back, possibly a wing.  The rim of the plate is separated into an upper and lower half.  The upper half is broken off, but a small remnant of the rim indicates that it extended farther out than the lower half.  The lower half is flat and slightly rounded in shape."
http://opencontext.org/subjects/6019B706-5C44-4FD5-960A-A24529C5268B,43.15276997,11.40116624,-700,-535,vessel; kantharoi; kantharos; Kantharos,bucchero ware; Bucchero,Kantharos,,Restored from 14 pieces.  Surface is slightly worn and pitted.  Base not preserved.  A portion of one handle is preserved.,"Fragmentary bucchero kantharos.  On the underside of the tondo, there is a circular attachment scar for the base.  The lower tondo gently rises from the attachment point to the base.  The tondo rises to a sharp carination.  The high straight rim rises diagonally from the carination.  On the interior wall, there is a groove which corresponds to the carination on the exterior. The preserved handle rises from the point of carination, but is not complete.  There is an attachment scar on the rim.  On the opposite side, there is an attachment scar for another handle.  The scar is slightly discolored and there is some molding near the carination.  The vessel is otherwise undecorated."
http://opencontext.org/subjects/B6A3181D-412D-4AA8-2B2A-9B48212E0F23,43.15256801,11.40202339,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Stamped,Broken off on all sides.,Bucchero fragment preserves a design on the outer surface of two stamped concentric circles and a series of incised parallel lines extending horizontally from either side of the circle to the broken off edges.
http://opencontext.org/subjects/F422CF83-E692-43D4-5AD2-CEB410BCA18F,43.15275541,11.40187339,-700,-535,vessel,pottery,Form unspecified,,,"Full profile of a coarseware vessel. The vessel rests on a flat base, rises to a gently curving shoulder and turns inward to the rounded, everted rim."
http://opencontext.org/subjects/6BA62F24-D9A2-4509-6B25-983E397642B3,43.15272646,11.40145082,-700,-535,vessel; pithoi; pithos; Pithos,pottery,Pithos,,The handle is broken off at the point of attachment to the vessel.  Two surface chips have been joined to the interior of the handle.  The surface is well worn.,"The fragment preserves an oddly shaped pithos handle.  The handle is roughly triangular in shape, with two, flat sides meeting at a rounded edge.  One flat side is longer than the other, making the edge off-center.  A triangular opening is visible at both ends of the handle but is filled in by fabric at the midpoint of the handle."
http://opencontext.org/subjects/7169A05A-D91D-44A5-5F2D-4844C48D33ED,43.15331956,11.40139385,-700,-535,vessel,pottery,Form unspecified,Incised; Stippled,"Broken on all sides, chip missing, surfaces worn and encrusted.","Fragment of small vessel with very curved walls preserves much incised decoration on outer surface while plain interior is less smoothly finished: from top to bottom: Two patches on each edge of top of fragment of nine horizontal rows of very short horizontal strokes, approximately parallel to each other; two parallel shallow horizontal grooves, above a horizontal band of triangles points turned up, with stippled interior (4 preserved) above two shallow grooves alternated with three shallow rounded ridges; below this on bottom of fragment are traces of a series of vertical incisions slightly slanted down to left, with deeper rounded indentations at their upper ends."
http://opencontext.org/subjects/83806270-4B6B-4013-54C2-2023FAA608B8,43.15272865,11.4020081,-700,-535,vessel,pottery,Form unspecified,Stamped,Broken off on all sides.,Impasto fragment from a high conical foot preserves a circular stamp of two sets of double curving volutes that join at the center of the convex sides. A line runs through the join and extends on either side making two three-petaled flowers.
http://opencontext.org/subjects/5A1E32D8-AB61-4153-D78F-487888EDAE67,43.15275281,11.40176958,-700,-535,vessel; tondo,bucchero ware; Bucchero,Tondo,,"Restored from multiple fragments.  All surfaces worn, encrusted, scratched, and pitted.  Several additional, smaller fragments do not join.  Recent chips due to damage from modern tools used in excavation.",
http://opencontext.org/subjects/DCA2B9D0-3216-4F2F-5FEA-05086F3AB2B5,43.1527653,11.40185713,-700,-535,vessel,pottery,Form unspecified,Roulette; Stamped,"The fragment is broken on all sides.  The surface is well preserved, especially that of the exterior surface.",
http://opencontext.org/subjects/7B369CBE-F340-4300-2D89-9861E9D7215C,43.15271529,11.40195886,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Stamped,"Surfaces are worn, pitted, and encrusted.",
http://opencontext.org/subjects/C2AC7C9C-9E36-41CC-F354-13079C60B813,43.15280915,11.4014066,-700,-535,vessel; cup,pottery,Cup,Incised,"A full profile is preserved, but the stem of the cup is broken off at the point where the stem met the tondo.  The surface of the preserved portion is worn with pitting and scratches.","The rim, body and tondo of a cup is preserved.  The body of the cup gently curves upwards from the tondo.   The rim projects upwards from the body of the cup, creating a definitive angle.  The rim slants slightly inwards towards the interior of the cup.   On the exterior the tondo projects downwards from the body of the cup with a low ridge defining the upper portion of the base.  Only the very beginning of the curvature into the stem is preserved.  On the interior of the cup, the tondo is encirlced by two incised, concentric circles.  The larger of the two circles is approximately 0.048 m in diameter while the smaller circle is approximately 0.035 m in diameter.  The larger of these two circles corresponds to the exterior attachment point of the base"
http://opencontext.org/subjects/C063776D-AF30-482C-E1E4-2ED444AF7E23,43.15337285,11.40142247,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Letters; Inscribed,"Single sherd, broken on all sides except small segment of rim; slightly worn; preserves glossy finish.","Small sherd from rim area of thin-walled bowl or cup; has thinner, rounder-topped plain rim, smooth interior surface, and incised outer surface: just below rim are four horizontal thin grooves - top two are not perfectly horizontal or parallel as are the bottom two - just below these on left edge of piece is a small scratch; below top set of grooves is a small band, above another set of three, horizontal parallel grooves; below these is a smooth band with traces of inscribed letters set regularly within the band running from right to left - small stroke at top of band, not identifiable, rho, space, right side of a theta; below these are traces, on broken edge, of two more parallel horizontal qrooves."
http://opencontext.org/subjects/B255D721-DCF2-42A6-96D9-AA0E52D302FD,43.15341909,11.40198051,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped; Molded,,"Fragments of bucchero handle, very slightly concave in section, preserving molded decoration of deep longitudinal lines tapered at their ends (A and B); and where these stop, stamped pattern of short horizontal lines repeated three times on existing fragment (A). The three fragments appear to be from the same handle, though the third does not join."
http://opencontext.org/subjects/0B505A9E-2854-4084-7B7F-51E9DAB50275,43.15310588,11.40132667,-700,-535,vessel; bowl,clay,Bowl,,[No condition was recorded on original catalog card.-trh 10/06/04],The side of the bowl was steep; ending in a flattened edge.  Graffitto.  See drawing.
http://opencontext.org/subjects/663A7AB2-93EB-4D15-7EF3-7FCB4908EA81,43.15273386,11.4019457,-700,-535,vessel,pottery,Form unspecified,Incised; Inscribed,"Restored from seven fragments; surfaces are worn, pitted, encrusted, and scratched; inclusions visible in the break edges.  Around the interior surface are areas of dark discoloration or residue.","Impasto vessel fragment preserves the complete flat, circular base.  In the center of the base is an incised line (max. pres. length 0.0467 m) that intersects the points of three chevrons (max. pres. span of chevron 0.023 m)."
http://opencontext.org/subjects/29C4FA8B-812F-481E-03D9-1A2EBF5BA0FD,43.15265081,11.4017509,-700,-535,vessel; lid,pottery,Lid,,Restored from several fragments; the knob is preserved; broken off on all sides.,Lid fragment preserves all of the central knob and part of the lid. May be from the same lid as 19840145.
http://opencontext.org/subjects/EE588655-130E-4587-24EA-CF7E25CA5164,43.15275886,11.40189347,-700,-535,vessel,pottery,Form unspecified,Stamped,All surfaces are worn and stamped areas are encrusted. No finished edges are preserved. Micacious inclusions can be seen on the surface of the fabric.,
http://opencontext.org/subjects/9165ED66-021E-4C3D-A0D2-9B1B64DCFC35,43.15251757,11.40134082,-700,-535,vessel,pottery,Form unspecified,,Fragment preserves two finished faces and no finished sides.  Exterior surface displays well-preserved glaze.,
http://opencontext.org/subjects/37E2CD8A-B566-4D6D-A8D1-F3F08D1EC2B7,43.15066074,11.40276664,-700,-535,vessel,pottery,Form unspecified,Painted,The preserved fragment is broken on all sides.  The fragment is worn with some scratches and pitting.  There are traces of paint on both sides of the fragment.,"A fragment of orange ceramic, roughly trapezoidal in shape, is preserved.  Black paint is preserved on both faces of the fragment. On one face only a small bit of paint remains covering an area 0.001 m in size.  The other face preserves two curvilinear bands of black paint.  One band runs along one of the break edges and is about 0.013 m in length.   The other band forms a semicircle, and is about 0.001 m wide at its greatest width and about 0.009 in diameter."
http://opencontext.org/subjects/1D6DBFE1-7054-4214-26AC-80A50B02F3FC,43.15349317,11.40163667,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised,Broken at top and bottom and chipped along one lateral edge; worn and slightly encrusted.,"Fragmentary bucchero handle preserving one sloping edge and a small part of the other edge; one surface preserves incised decoration consisting of four parallel horizontal dashed lines at the base of the handle above which is a row of leaf-shaped motifs made up of horizontal parallel dashes.  This design is repeated above, and the top of the fragment preserves four more parallel horizontal dashed lines.  The other surface is smooth."
http://opencontext.org/subjects/7073C5A5-1828-4849-380B-E0193112ECC8,43.15334345,11.39969762,-700,-535,vessel,pottery,Form unspecified,,"Fragment A is restored from two fragments; B and C are associated but do not join.  Surfaces are worn, encrusted, and scratched; inclusions visible throughout the fabric.","Fragments of a coil made vessel preserve a thick handle, circular in cross section, and its attachment point to the vessel wall.  The vessel wall becomes thinner away from the handle (Fragment A).  Fragment B preserves portion of a straight rim."
http://opencontext.org/subjects/71E9FBAA-FAA3-4C71-8085-456BA89D4E77,43.15356749,11.40151891,-700,-535,vessel,terracotta; Terracotta,Form unspecified,,"Three fragments of a terracotta vessel, including two rim pieces (FragmentsA and B) and a convex body piece (Fragment C).  Heavily burned on interior surface.  Worn, encrusted in spots.","Three fragments of a coarse terracotta vessel; there are two rim pieces and a convex body fragment.  The exteriors of all threee pieces are rough and completely irregular, and in addition are heavily burned.  All three pieces show bits of bronze embedded into the interior surface, which suggest that this vase was employed as a crucible."
http://opencontext.org/subjects/481418E8-7FD2-4363-4AA7-29E89AC0C162,43.15275947,11.40185814,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Stamped,"Fragment is broken on all sides.  Surface is worn and abraded, particularly the lower register of the stamp.",Fragment is separated into an upper and lower register.  The upper register is decorated by a series of lotus palmettes of which one is preserved in its entirety and two others are fragmentary.  The lower register is quite abraded and fragmentary and preserves the head and neck of one sphinx and the back end and wing of another.
http://opencontext.org/subjects/DABF8880-6A00-4D17-5347-B113E99CA89A,43.15331544,11.3994031,-700,-535,vessel; cooking-vessel,pottery,Cooking vessel,,"The fragment is broken on four sides, and the fifth side is chipped.  The surface is pitted and heavily worn.","A portion of the base and body of a possible cooking vessel is preserved.  The chipped fifth side appears to be the base of the fragment and has a steep vertical rise which begins to curve outward where it meets the body of the vessel.  The apparent base has one finished side which curves up to meet the lower interior surface of the fragment.  This curve perhaps indicates that the base would have been horseshoe-shaped when complete.  On the lower interior surface of the fragment a portion of the vessel, aproximately 0.021 m in length and 0.009 in width, was vitrified.  Inclusions, particularly mica, are visible throughout the fabric of the fragment."
http://opencontext.org/subjects/3F28906D-171E-4D54-5694-D235595F1D46,43.15261181,11.40216806,-700,-535,vessel; bowl,pottery,Bowl,Incised,Restored from four fragments. Piece preserves portions of finished rim. Broken irregularly on both sides and bottom. Piece is partially burned.,"The piece is composed of four fragments: two are burned black and two are red. In profile, the piece flares up sharply from the bottom and cuts back to a vertical recessed rim. The rim preserves incised decoration consisting of two parallel lines running the diameter of the rim. A triangular piece of the rim is missing."
http://opencontext.org/subjects/BB9BCD51-8774-4F22-D8AA-A246CA61740F,43.15332248,11.39939628,-700,-535,vessel; plate,bucchero ware; Bucchero,Plate,Ridged,The fragment is restored from approximately ten individual sherds.  The joined fragment is broken on three sides.  The overall surface is slightly worn with some pitting and scratching visible.,"A triangular fragment of a ridged plate is preserved.  The top portion of the rim is divided into two rounded tori, separated by a single scoccia.  The underside of the rim is wide and flat.  The overall rim tapers in thickness as it approaches the point at which the plate body begins.  Curved striations are visible in the fabric of the top face of the plate."
http://opencontext.org/subjects/CCBFC4BF-E8FC-44F6-4E8B-92F3F14E59D9,43.15350899,11.40177845,-700,-535,vessel; cup,pottery,Cup,Incised; Relief,"Restored from numerous fragments.  Stem is missing.  About one-third of the side with rim is absent, as well as slivers from the handle.  Burned.","Impasto cup.  Gently curving sides extend outwards from a large, round protuberance in the center of the cup-base.  The steepness of the curve increases as the walls near the rim, thus forming an open, shallow bowl.  The exterior of the sides are incised with a continuous pattern of tightly fitted scallops.  To the cup belongs a double handle, consisting of two parts joined at the top.  The exterior section forms an arc which joins to the cup at the exterior shoulder.  This portion of the handle is in the form of a winged woman, viewed frontally from the waist up.  The wings originate at the waist and continue vertically up to the horizontal plane formed by the chin, gradually widening towards the top; then at the chin they once again begin to taper, extending outward only to curl inwards as swirls framing the forehead, thus forming a hollowed-out, triangular-shaped areaa between the wings and the hair.  The hair frames the face and drops vertically to the waist in the form of two long tresses.  These tresses are held in her hands which extend diagonally across the chest bending at the elbows.  The fingers are fashioned by four incised lines.  The head is in higher relief and has two incised, almond-shaped eyes, a long nose, a wide mouth, and heavy chin.  The interior section of the handle extends obliquely fromthe top to join at the rim.  It is a flat plaque in the shape of an hour glass.  The lateral edges are articulated by a raised ridge which terminates in a swirl at each end.  The top of the handle is adorned with a round knob, topped by a small round protuberance."
http://opencontext.org/subjects/4E485F56-ACBD-4D53-E59D-46AA5ACC17F6,43.1535724,11.40153496,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised; Molded; Relief,"Broken on several sides - preserves almost entire attachment, broken from vessel; surface well preserved; slight scratches on gorgoneion.","Fragment preserves decorative protome-like attachment from some heavy vessel, such as focolare, with thick rim rounded on one side and forming the body of the vessel on the other, both sides terminating in a thick, molded gorgon protome.  Gorgoneion is roughly square in shape with rounded top attached to rim fragment at approximately level of mouth, with an almost flat, smooth back surface and rougher triangular bottom areas under the tresses of hair.  Front side has round relief face set in quare frame of hair; hair is arranged in curls at top, possibly parted by a thin incision, and curls are flattened and depressed at eye level to merge into side locks, three long, straight locks extending to end of relief area, and one shorter, wavy lock set between jaw and bottom edge, for each side of face.  Face is round, molded in slightly higher relief on the left side; forehead is lower, triangular area above V-shaped flat ridge of brows;  brows deepen into nose, a smooth triangular area thickest at tip, with only roughly indented nostrils; eyes are raised almond-shapes with flat, bottom edges, one raised ridge for upper lid, and large almond-shape for eye - left eye has shallow groove marking pupil, but this is not visible on right, shallower eye; mouth is lunate shape outlined by single groove with two fangs, both upper and lower, set on either side of nose and projecting above and below lips; upper lip is thicker area with shallow traces of at least three teeth projecting into mouth; tongue is raised semi-circle projecting from lower lip to bottom of chin."
http://opencontext.org/subjects/AFEDCE87-8373-4878-111B-18F71FA2B842,43.15349279,11.40121097,-700,-535,vessel; cup,bucchero ware; Bucchero,Cup,Stamped,"All edges of fragment broken.  Foot broken off, leaving piece of its base on exterior center.  Exterior surface quite worn.","Fragment preserves less than half of center of cup, including center and conical boss 0.020 m in height, max. base diameter 0.0165 m.  Design on inside surface.  Stamped concentric pattern around boss: lozenges approximately 0.010 m high with interior criss-cross design.  Concentric stamped line 0.020 m from center.  Then sides rise markedly, stamped with obscured pattern. Note: Additional fragment added."
http://opencontext.org/subjects/4C840880-FFA1-475E-0A94-C117D2ED7695,43.15273331,11.40177994,-700,-535,vessel,bucchero ware; Bucchero,Form unspecified,Incised,"Surfaces are worn, abraded, encrusted, and now orange in color with mottled dark areas, indicating burning.","A fragment of a bucchero handle with a slight convex curve, preserves a thinner, flat, semi-ovular section below the top break edge, the area for the face of a Potnia Theron figure.  The oval is flanked by one braided plait of hair that separates into three vertical sections below the oval, each marked with parallel, diagonally incised lines in alternating orentiations.  The rectangular area betwee the plaits is undecorated.  To the outside of either plait is portion of a finished edge, as well as a break edge where the shoulders would have been.  The reverse surface is undecorated."
http://opencontext.org/subjects/c3808ceb-7a2f-4802-bc50-754ed74bffb1,43.15295641,11.4003769,-700,-535,vessel,pottery,Form unspecified,Incised,"Restored from three fragments; surfaces are worn, cracked, pitted, and encrusted; the ceramic on the exterior surface is darker in some areas than others; the underside is more uniform in color.","Fragment of an impasto strap handle preserves part of one finished edge and portions of five ridges, separated by vertical incised lines.  Each ridge is approx. 0.005 m in width.  The handle begins to increase in thickness toward the diagonal break edge."
http://opencontext.org/subjects/27258C7D-8BCC-4F4A-025F-937DB2F32245,43.15264223,11.40213209,-700,-535,vessel; plate,pottery,Plate,Incised; Stamped,Broken on all sides. Composed of two fragments. Very worn.,"A fragment of a plate with a stamped decoration consisting of the lower portion of a band bordered by an incised line. The band seems to be depicting a procession from left to right. In the center is a long legged animal, probably a grazing deer. Behind it is the lower part of a woman. Below is an undecorated area. The underside is slightly pocked."
http://opencontext.org/subjects/831d0ecb-764e-46d4-b4b6-f2dd300a82d3,43.15298323,11.40025471,-700,-535,vessel; bowl,pottery,Bowl,Inscribed,"Surfaces are worn, pitted, encrusted, and scratched.  One fresh chip on the edge is due to damage from modern tools used in excavation.","Fragment of an impasto vessel preserves a small portion of the bottom of the bowl, and a low flaring foot with rounded edge.  On the interior of the foot, slightly off center, is an inscribed alpha, vertical bars measuring 0.023 m and 0.0245, and the long medial bar measures 0.030 m.  The medial bar extends far beyond the vertical bar on the right (c. 0.020 m)."
http://opencontext.org/subjects/0BFCA02F-CE41-4459-B7E6-415B6A6E0165,43.15348533,11.40141792,-700,-535,vessel; plate,bucchero ware; Bucchero,Plate,Molded,"Two non-joining sherds, Fragment A broken on two sides, preserving rim edge, and Fragment B broken on all sides; surfaces of both worn.","Two sherds, apparently from the same plate, although molding rim of Fragment B is more worn than Fragment A, appearing wider.  Bottom surface of both undecorated; shape flat, with one molding ridge on bottom below slightly flared, narrow rim; upper surface has two ridges, one at base of rim, and one closer to the center, below decoration band.  Molded decoration of upper surface: on edge of rim, two very shallow, narrow ridges set off by three grooves; below molding rim, two rows of patterns, one closest to rim, a band of invaginated circles, with left sides curled inward; below these, a band of parallel diagonal S-shapes, similar to those on 19700040, also a bucchero sherd.  Fragment A preserves all the ridges described, and parts of four circle patterns, and four S-shapes.  Fragment B preserves part of one rim edge, molding rim, parts of four circles, and parts of five S-shapes only.  Possible traces of two extremely thin parallel grooves running through the circles and between them and S-shapes on both pieces."
